Section,Category,Item,Easy,Average,Difficult,Remodel,Old_Work,Unit
LIQUID TIGHT FLEXIBLE CONDUIT,SEALTITE TO CONDUIT ADAPTER,"1 1/4""",0.1,0.11,0.12,0.13,0.15,E
LIQUID TIGHT FLEXIBLE CONDUIT,SEALTITE TO CONDUIT ADAPTER,"1 1/2""",0.1,0.11,0.12,0.13,0.15,E
LIQUID TIGHT FLEXIBLE CONDUIT,SEALTITE TO CONDUIT ADAPTER,"2""",0.14,0.16,0.18,0.2,0.22,E
LIQUID TIGHT FLEXIBLE CONDUIT,O-RINGS,"1/2""",0.02,0.02,0.03,0.03,0.04,E
LIQUID TIGHT FLEXIBLE CONDUIT,O-RINGS,"3/4""",0.03,0.03,0.04,0.04,0.05,E
LIQUID TIGHT FLEXIBLE CONDUIT,O-RINGS,"1""",0.04,0.05,0.06,0.07,0.07,E
LIQUID TIGHT FLEXIBLE CONDUIT,O-RINGS,"1 1/4""",0.06,0.08,0.1,0.11,0.12,E
LIQUID TIGHT FLEXIBLE CONDUIT,O-RINGS,"1 1/2""",0.08,0.1,0.12,0.13,0.15,E
LIQUID TIGHT FLEXIBLE CONDUIT,O-RINGS,"2""",0.1,0.12,0.14,0.15,0.17,E
LIQUID TIGHT FLEXIBLE CONDUIT,O-RINGS,"2 1/2""",0.11,0.13,0.15,0.17,0.18,E
LIQUID TIGHT FLEXIBLE CONDUIT,O-RINGS,"3""",0.13,0.15,0.17,0.19,0.21,E
LIQUID TIGHT FLEXIBLE CONDUIT,O-RINGS,"3 1/2""",0.14,0.16,0.18,0.2,0.22,E
LIQUID TIGHT FLEXIBLE CONDUIT,O-RINGS,"4""",0.15,0.18,0.21,0.23,0.25,E
FLEXIBLE NONMETALLIC CONDUIT,FLEXIBLE CONDUIT,"3/8""",1.5,1.6,1.8,2.0,2.2,C
FLEXIBLE NONMETALLIC CONDUIT,FLEXIBLE CONDUIT,"1/2""",1.7,1.9,2.1,2.3,2.5,C
FLEXIBLE NONMETALLIC CONDUIT,FLEXIBLE CONDUIT,"3/4""",2.2,2.4,2.7,2.9,3.2,C
FLEXIBLE NONMETALLIC CONDUIT,FLEXIBLE CONDUIT,"1""",2.6,2.9,3.2,3.5,3.8,C
FLEXIBLE NONMETALLIC CONDUIT,FLEXIBLE CONDUIT,"1 1/4""",2.9,3.2,3.5,3.9,4.2,C
FLEXIBLE NONMETALLIC CONDUIT,FLEXIBLE CONDUIT,"1 1/2""",3.0,3.3,3.6,4.0,4.4,C
FLEXIBLE NONMETALLIC CONDUIT,FLEXIBLE CONDUIT,"2""",3.2,3.5,3.9,4.3,4.7,C
FLEXIBLE NONMETALLIC CONDUIT,STRAIGHT CONNECTOR,"3/8""",0.05,0.06,0.06,0.07,0.07,E
FLEXIBLE NONMETALLIC CONDUIT,STRAIGHT CONNECTOR,"1/2""",0.06,0.07,0.07,0.08,0.09,E
FLEXIBLE NONMETALLIC CONDUIT,STRAIGHT CONNECTOR,"3/4""",0.06,0.07,0.07,0.08,0.09,E
FLEXIBLE NONMETALLIC CONDUIT,STRAIGHT CONNECTOR,"1""",0.07,0.08,0.08,0.09,0.1,E
FLEXIBLE NONMETALLIC CONDUIT,STRAIGHT CONNECTOR,"1 1/4""",0.08,0.09,0.1,0.11,0.12,E
FLEXIBLE NONMETALLIC CONDUIT,STRAIGHT CONNECTOR,"1 1/2""",0.09,0.1,0.11,0.12,0.13,E
FLEXIBLE NONMETALLIC CONDUIT,STRAIGHT CONNECTOR,"2""",0.1,0.11,0.12,0.13,0.15,E
FLEXIBLE NONMETALLIC CONDUIT,STRAIGHT CONNECTOR,"3/8""",0.07,0.08,0.08,0.09,0.1,E
FLEXIBLE NONMETALLIC CONDUIT,STRAIGHT CONNECTOR,"1/2""",0.08,0.09,0.1,0.11,0.12,E
FLEXIBLE NONMETALLIC CONDUIT,STRAIGHT CONNECTOR,"3/4""",0.08,0.09,0.1,0.11,0.12,E
FLEXIBLE NONMETALLIC CONDUIT,STRAIGHT CONNECTOR,"1""",0.09,0.1,0.11,0.12,0.13,E
FLEXIBLE NONMETALLIC CONDUIT,STRAIGHT CONNECTOR,"1 1/4""",0.1,0.11,0.12,0.13,0.15,E
FLEXIBLE NONMETALLIC CONDUIT,STRAIGHT CONNECTOR,"1 1/2""",0.11,0.12,0.13,0.15,0.16,E
FLEXIBLE NONMETALLIC CONDUIT,STRAIGHT CONNECTOR,"2""",0.12,0.13,0.15,0.16,0.18,E
P&C FLEX,P&C FLEXIBLE CONDUIT,"1 1/2""",3.0,3.3,3.6,4.0,4.4,C
P&C FLEX,P&C FLEXIBLE CONDUIT,"2""",3.2,3.5,3.9,4.3,4.7,C
P&C FLEX,P&C FLEXIBLE CONDUIT,"2 1/2""",3.4,3.7,4.1,4.5,5.0,C
P&C FLEX,P&C FLEXIBLE CONDUIT,"3""",3.8,4.2,4.6,5.1,5.6,C
P&C FLEX,P&C FLEXIBLE CONDUIT,"4""",4.2,4.6,5.1,5.6,6.2,C
P&C FLEX,ADAPTERS,"1 1/2""",0.08,0.1,0.12,0.13,0.15,E
P&C FLEX,ADAPTERS,"2""",0.12,0.15,0.18,0.2,0.22,E
P&C FLEX,ADAPTERS,"2 1/2""",0.12,0.15,0.18,0.2,0.22,E
P&C FLEX,ADAPTERS,"3""",0.15,0.2,0.25,0.28,0.3,E
P&C FLEX,ADAPTERS,"4""",0.15,0.2,0.25,0.28,0.3,E
P&C FLEX,COUPLINGS,"1 1/2""",0.06,0.08,0.1,0.11,0.12,E
P&C FLEX,COUPLINGS,"2""",0.08,0.1,0.12,0.13,0.15,E
P&C FLEX,COUPLINGS,"2 1/2""",0.08,0.1,0.12,0.13,0.15,E
P&C FLEX,COUPLINGS,"3""",0.12,0.15,0.18,0.2,0.22,E
P&C FLEX,COUPLINGS,"4""",0.12,0.15,0.18,0.2,0.22,E
NIPPLES & LOCKNUTS,NIPPLES,"1/2""",0.04,0.05,0.06,0.07,0.07,E
NIPPLES & LOCKNUTS,NIPPLES,"3/4""",0.05,0.06,0.07,0.08,0.08,E
NIPPLES & LOCKNUTS,NIPPLES,"1""",0.07,0.08,0.09,0.1,0.11,E
NIPPLES & LOCKNUTS,NIPPLES,"1 1/4""",0.09,0.1,0.11,0.12,0.13,E
NIPPLES & LOCKNUTS,NIPPLES,"1 1/2""",0.11,0.12,0.14,0.15,0.17,E
NIPPLES & LOCKNUTS,NIPPLES,"2""",0.13,0.15,0.17,0.19,0.21,E
NIPPLES & LOCKNUTS,NIPPLES,"2 1/2""",0.17,0.2,0.23,0.25,0.28,E
NIPPLES & LOCKNUTS,NIPPLES,"3""",0.17,0.2,0.23,0.25,0.28,E
NIPPLES & LOCKNUTS,NIPPLES,"3 1/2""",0.2,0.25,0.3,0.33,0.36,E
NIPPLES & LOCKNUTS,NIPPLES,"4""",0.2,0.25,0.3,0.33,0.36,E
NIPPLES & LOCKNUTS,NIPPLES,"5""",0.25,0.3,0.35,0.39,0.42,E
NIPPLES & LOCKNUTS,NIPPLES,"6""",0.25,0.3,0.35,0.39,0.42,E
NIPPLES & LOCKNUTS,CHASE NIPPLES,"1/2""",0.03,0.04,0.05,0.06,0.06,E
NIPPLES & LOCKNUTS,CHASE NIPPLES,"3/4""",0.04,0.05,0.06,0.07,0.07,E
NIPPLES & LOCKNUTS,CHASE NIPPLES,"1""",0.06,0.07,0.08,0.09,0.1,E
NIPPLES & LOCKNUTS,CHASE NIPPLES,"1 1/4""",0.07,0.09,0.11,0.12,0.13,E
NIPPLES & LOCKNUTS,CHASE NIPPLES,"1 1/2""",0.08,0.11,0.14,0.15,0.17,E
NIPPLES & LOCKNUTS,CHASE NIPPLES,"2""",0.11,0.14,0.17,0.19,0.21,E
NIPPLES & LOCKNUTS,CHASE NIPPLES,"2 1/2""",0.15,0.18,0.21,0.23,0.25,E
NIPPLES & LOCKNUTS,CHASE NIPPLES,"3""",0.15,0.18,0.21,0.23,0.25,E
NIPPLES & LOCKNUTS,CHASE NIPPLES,"3 1/2""",0.18,0.23,0.28,0.31,0.34,E
NIPPLES & LOCKNUTS,CHASE NIPPLES,"4""",0.18,0.23,0.28,0.31,0.34,E
NIPPLES & LOCKNUTS,CHASE NIPPLES,"5""",0.22,0.26,0.3,0.33,0.36,E
NIPPLES & LOCKNUTS,CHASE NIPPLES,"6""",0.22,0.26,0.3,0.33,0.36,E
NIPPLES & LOCKNUTS,LOCKNUTS,"1/2""",0.02,0.02,0.03,0.03,0.04,E
NIPPLES & LOCKNUTS,LOCKNUTS,"3/4""",0.03,0.03,0.04,0.04,0.05,E
NIPPLES & LOCKNUTS,LOCKNUTS,"1""",0.04,0.05,0.08,0.09,0.1,E
NIPPLES & LOCKNUTS,LOCKNUTS,"1 1/4""",0.05,0.07,0.09,0.1,0.11,E
NIPPLES & LOCKNUTS,LOCKNUTS,"1 1/2""",0.05,0.07,0.09,0.1,0.11,E
NIPPLES & LOCKNUTS,LOCKNUTS,"2""",0.06,0.09,0.12,0.13,0.15,E
NIPPLES & LOCKNUTS,LOCKNUTS,"2 1/2""",0.09,0.12,0.15,0.17,0.18,E
NIPPLES & LOCKNUTS,LOCKNUTS,"3""",0.12,0.15,0.18,0.2,0.22,E
NIPPLES & LOCKNUTS,LOCKNUTS,"3 1/2""",0.14,0.17,0.2,0.22,0.24,E
NIPPLES & LOCKNUTS,LOCKNUTS,"4""",0.16,0.19,0.22,0.24,0.27,E
NIPPLES & LOCKNUTS,LOCKNUTS,"5""",0.18,0.21,0.24,0.26,0.29,E
NIPPLES & LOCKNUTS,LOCKNUTS,"6""",0.2,0.23,0.26,0.29,0.31,E
NIPPLES & LOCKNUTS,LOCKNUTS GROUNDING TYPE,"1/2""",0.03,0.03,0.04,0.04,0.05,E
NIPPLES & LOCKNUTS,LOCKNUTS GROUNDING TYPE,"3/4""",0.04,0.04,0.05,0.06,0.06,E
NIPPLES & LOCKNUTS,LOCKNUTS GROUNDING TYPE,"1""",0.05,0.06,0.09,0.1,0.11,E
NIPPLES & LOCKNUTS,LOCKNUTS GROUNDING TYPE,"1 1/4""",0.07,0.08,0.1,0.11,0.12,E
NIPPLES & LOCKNUTS,LOCKNUTS GROUNDING TYPE,"1 1/2""",0.07,0.08,0.1,0.11,0.12,E
NIPPLES & LOCKNUTS,LOCKNUTS GROUNDING TYPE,"2""",0.08,0.1,0.13,0.14,0.16,E
NIPPLES & LOCKNUTS,LOCKNUTS GROUNDING TYPE,"2 1/2""",0.1,0.14,0.16,0.18,0.19,E
NIPPLES & LOCKNUTS,LOCKNUTS GROUNDING TYPE,"3""",0.13,0.17,0.2,0.22,0.24,E
NIPPLES & LOCKNUTS,LOCKNUTS GROUNDING TYPE,"3 1/2""",0.16,0.19,0.22,0.24,0.27,E
NIPPLES & LOCKNUTS,LOCKNUTS GROUNDING TYPE,"4""",0.18,0.21,0.24,0.26,0.29,E
NIPPLES & LOCKNUTS,LOCKNUTS GROUNDING TYPE,"5""",0.2,0.23,0.26,0.29,0.31,E
NIPPLES & LOCKNUTS,LOCKNUTS GROUNDING TYPE,"6""",0.22,0.25,0.28,0.31,0.34,E
LOCKNUTS BUSHINGS,SEALING LOCKNUTS,"1/2""",0.02,0.02,0.03,0.03,0.04,E
LOCKNUTS BUSHINGS,SEALING LOCKNUTS,"3/4""",0.03,0.03,0.04,0.04,0.05,E
LOCKNUTS BUSHINGS,SEALING LOCKNUTS,"1""",0.04,0.05,0.08,0.09,0.1,E
LOCKNUTS BUSHINGS,SEALING LOCKNUTS,"1 1/4""",0.05,0.07,0.09,0.1,0.11,E
LOCKNUTS BUSHINGS,SEALING LOCKNUTS,"1 1/2""",0.05,0.07,0.09,0.1,0.11,E
LOCKNUTS BUSHINGS,SEALING LOCKNUTS,"2""",0.06,0.09,0.12,0.13,0.15,E
LOCKNUTS BUSHINGS,SEALING LOCKNUTS,"2 1/2""",0.09,0.12,0.15,0.17,0.18,E
LOCKNUTS BUSHINGS,SEALING LOCKNUTS,"3""",0.12,0.15,0.18,0.2,0.22,E
LOCKNUTS BUSHINGS,SEALING LOCKNUTS,"3 1/2""",0.14,0.17,0.2,0.22,0.24,E
LOCKNUTS BUSHINGS,SEALING LOCKNUTS,"4""",0.16,0.19,0.22,0.24,0.27,E
LOCKNUTS BUSHINGS,SEALING LOCKNUTS,"5""",0.18,0.21,0.24,0.26,0.29,E
LOCKNUTS BUSHINGS,SEALING LOCKNUTS,"6""",0.2,0.23,0.26,0.29,0.31,E
LOCKNUTS BUSHINGS,BUSHINGS,"1/2""",0.02,0.03,0.04,0.04,0.05,E
LOCKNUTS BUSHINGS,BUSHINGS,"3/4""",0.03,0.04,0.05,0.06,0.06,E
LOCKNUTS BUSHINGS,BUSHINGS,"1""",0.04,0.05,0.06,0.07,0.07,E
LOCKNUTS BUSHINGS,BUSHINGS,"1 1/4""",0.06,0.08,0.1,0.11,0.12,E
LOCKNUTS BUSHINGS,BUSHINGS,"1 1/2""",0.06,0.08,0.1,0.11,0.12,E
LOCKNUTS BUSHINGS,BUSHINGS,"2""",0.07,0.1,0.13,0.14,0.16,E
LOCKNUTS BUSHINGS,BUSHINGS,"2 1/2""",0.09,0.12,0.15,0.17,0.18,E
LOCKNUTS BUSHINGS,BUSHINGS,"3""",0.12,0.15,0.18,0.2,0.22,E
LOCKNUTS BUSHINGS,BUSHINGS,"3 1/2""",0.15,0.19,0.23,0.25,0.28,E
LOCKNUTS BUSHINGS,BUSHINGS,"4""",0.2,0.25,0.3,0.33,0.36,E
LOCKNUTS BUSHINGS,BUSHINGS,"5""",0.25,0.3,0.35,0.39,0.42,E
LOCKNUTS BUSHINGS,BUSHINGS,"6""",0.3,0.35,0.4,0.44,0.48,E
LOCKNUTS BUSHINGS,BUSHINGS GROUNDING TYPE,"1/2""",0.04,0.06,0.08,0.09,0.1,E
LOCKNUTS BUSHINGS,BUSHINGS GROUNDING TYPE,"3/4""",0.06,0.08,0.1,0.11,0.12,E
LOCKNUTS BUSHINGS,BUSHINGS GROUNDING TYPE,"1""",0.08,0.1,0.12,0.13,0.15,E
LOCKNUTS BUSHINGS,BUSHINGS GROUNDING TYPE,"1 1/4""",0.14,0.16,0.18,0.2,0.22,E
LOCKNUTS BUSHINGS,BUSHINGS GROUNDING TYPE,"1 1/2""",0.14,0.16,0.18,0.2,0.22,E
LOCKNUTS BUSHINGS,BUSHINGS GROUNDING TYPE,"2""",0.16,0.2,0.24,0.26,0.29,E
LOCKNUTS BUSHINGS,BUSHINGS GROUNDING TYPE,"2 1/2""",0.2,0.24,0.28,0.31,0.34,E
LOCKNUTS BUSHINGS,BUSHINGS GROUNDING TYPE,"3""",0.25,0.3,0.35,0.39,0.42,E
LOCKNUTS BUSHINGS,BUSHINGS GROUNDING TYPE,"3 1/2""",0.35,0.4,0.45,0.5,0.54,E
LOCKNUTS BUSHINGS,BUSHINGS GROUNDING TYPE,"4""",0.4,0.5,0.6,0.66,0.73,E
LOCKNUTS BUSHINGS,BUSHINGS GROUNDING TYPE,"5""",0.5,0.6,0.7,0.77,0.85,E
LOCKNUTS BUSHINGS,BUSHINGS GROUNDING TYPE,"6""",0.6,0.7,0.8,0.88,0.97,E
LOCKNUTS BUSHINGS,INSULATING SLEEVES,"1/2""",0.04,0.04,0.04,0.05,0.05,E
LOCKNUTS BUSHINGS,INSULATING SLEEVES,"3/4""",0.05,0.05,0.06,0.06,0.07,E
LOCKNUTS BUSHINGS,INSULATING SLEEVES,"1""",0.05,0.06,0.07,0.07,0.08,E
LOCKNUTS BUSHINGS,INSULATING SLEEVES,"1 1/4""",0.06,0.07,0.08,0.08,0.09,E
LOCKNUTS BUSHINGS,INSULATING SLEEVES,"1 1/2""",0.06,0.07,0.08,0.08,0.09,E
LOCKNUTS BUSHINGS,INSULATING SLEEVES,"2""",0.07,0.08,0.09,0.1,0.11,E
LOCKNUTS BUSHINGS,INSULATING SLEEVES,"2 1/2""",0.08,0.09,0.1,0.11,0.12,E
LOCKNUTS BUSHINGS,INSULATING SLEEVES,"3""",0.09,0.1,0.11,0.12,0.13,E
LOCKNUTS BUSHINGS,INSULATING SLEEVES,"3 1/2""",0.11,0.12,0.13,0.15,0.16,E
LOCKNUTS BUSHINGS,INSULATING SLEEVES,"4""",0.11,0.12,0.13,0.15,0.16,E
LOCKNUTS BUSHINGS,INSULATING SLEEVES,"5""",0.14,0.15,0.17,0.18,0.2,E
LOCKNUTS BUSHINGS,INSULATING SLEEVES,"6""",0.14,0.15,0.17,0.18,0.2,E
REDUCERS & SEALS,REDUCING BUSHINGS,"3/4"" - 1/2""",0.05,0.07,0.09,0.1,0.11,E
REDUCERS & SEALS,REDUCING BUSHINGS,"1"" - 1/2""",0.07,0.09,0.11,0.12,0.13,E
REDUCERS & SEALS,REDUCING BUSHINGS,"1 1/4"" - 1/2""",0.09,0.11,0.13,0.14,0.16,E
REDUCERS & SEALS,REDUCING BUSHINGS,"1 1/2"" - 1/2""",0.11,0.13,0.15,0.17,0.18,E
REDUCERS & SEALS,REDUCING BUSHINGS,"2"" - 1/2""",0.13,0.15,0.18,0.2,0.22,E
REDUCERS & SEALS,REDUCING BUSHINGS,"1"" - 3/4""",0.07,0.09,0.11,0.12,0.13,E
REDUCERS & SEALS,REDUCING BUSHINGS,"1 1/4"" - 3/4""",0.09,0.11,0.13,0.14,0.16,E
REDUCERS & SEALS,REDUCING BUSHINGS,"1 1/2"" - 3/4""",0.11,0.13,0.15,0.17,0.18,E
REDUCERS & SEALS,REDUCING BUSHINGS,"2"" - 3/4""",0.13,0.15,0.18,0.2,0.22,E
REDUCERS & SEALS,REDUCING BUSHINGS,"1 1/4"" - 1""",0.09,0.11,0.13,0.14,0.16,E
REDUCERS & SEALS,REDUCING BUSHINGS,"1 1/2"" - 1""",0.11,0.13,0.15,0.17,0.18,E
REDUCERS & SEALS,REDUCING BUSHINGS,"2"" - 1""",0.13,0.15,0.18,0.2,0.22,E
REDUCERS & SEALS,REDUCING BUSHINGS,"1 1/2"" - 1 1/4""",0.11,0.13,0.15,0.17,0.18,E
REDUCERS & SEALS,REDUCING BUSHINGS,"2"" - 1 1/4""",0.13,0.15,0.18,0.2,0.22,E
REDUCERS & SEALS,REDUCING BUSHINGS,"2"" - 1 1/2""",0.13,0.15,0.18,0.2,0.22,E
REDUCERS & SEALS,REDUCING WASHERS,"3/4"" - 1/2""",0.02,0.03,0.04,0.04,0.05,E
REDUCERS & SEALS,REDUCING WASHERS,"1"" - 1/2""",0.03,0.04,0.05,0.06,0.06,E
REDUCERS & SEALS,REDUCING WASHERS,"1 1/4"" - 1/2""",0.04,0.05,0.06,0.07,0.07,E
REDUCERS & SEALS,REDUCING WASHERS,"1 1/2"" - 1/2""",0.05,0.06,0.07,0.08,0.08,E
REDUCERS & SEALS,REDUCING WASHERS,"2"" - 1/2""",0.06,0.07,0.08,0.09,0.1,E
REDUCERS & SEALS,REDUCING WASHERS,"1"" - 3/4""",0.03,0.04,0.05,0.06,0.06,E
REDUCERS & SEALS,REDUCING WASHERS,"1 1/4"" - 3/4""",0.04,0.05,0.06,0.07,0.07,E
REDUCERS & SEALS,REDUCING WASHERS,"1 1/2"" - 3/4""",0.05,0.06,0.07,0.08,0.08,E
REDUCERS & SEALS,REDUCING WASHERS,"2"" - 3/4""",0.06,0.07,0.08,0.09,0.1,E
REDUCERS & SEALS,REDUCING WASHERS,"1 1/4"" - 1""",0.04,0.05,0.06,0.07,0.07,E
REDUCERS & SEALS,REDUCING WASHERS,"1 1/2"" - 1""",0.05,0.06,0.07,0.08,0.08,E
REDUCERS & SEALS,REDUCING WASHERS,"2"" - 1""",0.06,0.07,0.08,0.09,0.1,E
REDUCERS & SEALS,REDUCING WASHERS,"1 1/2"" - 1 1/4""",0.05,0.06,0.07,0.08,0.08,E
REDUCERS & SEALS,REDUCING WASHERS,"2"" - 1 1/4""",0.06,0.07,0.08,0.09,0.1,E
REDUCERS & SEALS,REDUCING WASHERS,"2"" - 1 1/2""",0.06,0.07,0.08,0.09,0.1,E
REDUCERS & SEALS,KO SEALS TAB TYPE,"1/2""",0.03,0.05,0.07,0.02,0.02,E
REDUCERS & SEALS,KO SEALS TAB TYPE,"3/4""",0.04,0.06,0.08,0.02,0.02,E
REDUCERS & SEALS,KO SEALS TAB TYPE,"1""",0.05,0.07,0.09,0.03,0.03,E
REDUCERS & SEALS,KO SEALS TAB TYPE,"1 1/4""",0.07,0.1,0.13,0.04,0.04,E
REDUCERS & SEALS,KO SEALS TAB TYPE,"1 1/2""",0.07,0.1,0.13,0.04,0.04,E
REDUCERS & SEALS,KO SEALS TAB TYPE,"2""",0.08,0.12,0.16,0.05,0.04,E
REDUCERS & SEALS,KO SEALS SCREW TYPE,"2 1/2""",0.09,0.12,0.15,0.05,0.05,E
REDUCERS & SEALS,KO SEALS SCREW TYPE,"3""",0.11,0.14,0.17,0.07,0.06,E
REDUCERS & SEALS,KO SEALS SCREW TYPE,"3 1/2""",0.13,0.16,0.19,0.08,0.07,E
REDUCERS & SEALS,KO SEALS SCREW TYPE,"4""",0.15,0.18,0.21,0.09,0.08,E
REDUCERS & SEALS,KO SEALS SCREW TYPE,"5""",0.17,0.2,0.23,0.1,0.09,E
REDUCERS & SEALS,KO SEALS SCREW TYPE,"6""",0.21,0.24,0.27,0.13,0.11,E
"HUBS, FLANGES, PLUGS & SPACERS",PLASTIC CONDUIT PLUGS,"1/2""",0.02,0.02,0.03,0.03,0.04,E
"HUBS, FLANGES, PLUGS & SPACERS",PLASTIC CONDUIT PLUGS,"3/4""",0.02,0.03,0.04,0.04,0.05,E
"HUBS, FLANGES, PLUGS & SPACERS",PLASTIC CONDUIT PLUGS,"1""",0.03,0.04,0.05,0.06,0.06,E
"HUBS, FLANGES, PLUGS & SPACERS",PLASTIC CONDUIT PLUGS,"1 1/4""",0.03,0.04,0.05,0.06,0.06,E
"HUBS, FLANGES, PLUGS & SPACERS",PLASTIC CONDUIT PLUGS,"1 1/2""",0.04,0.05,0.06,0.07,0.07,E
"HUBS, FLANGES, PLUGS & SPACERS",PLASTIC CONDUIT PLUGS,"2""",0.04,0.05,0.06,0.07,0.07,E
"HUBS, FLANGES, PLUGS & SPACERS",PLASTIC CONDUIT PLUGS,"2 1/2""",0.05,0.06,0.07,0.08,0.08,E
"HUBS, FLANGES, PLUGS & SPACERS",PLASTIC CONDUIT PLUGS,"3""",0.06,0.07,0.08,0.09,0.1,E
"HUBS, FLANGES, PLUGS & SPACERS",PLASTIC CONDUIT PLUGS,"3 1/2""",0.07,0.08,0.09,0.1,0.11,E
"HUBS, FLANGES, PLUGS & SPACERS",PLASTIC CONDUIT PLUGS,"4""",0.08,0.1,0.12,0.13,0.15,E
"HUBS, FLANGES, PLUGS & SPACERS",PLASTIC CONDUIT PLUGS,"5""",0.08,0.1,0.12,0.13,0.15,E
"HUBS, FLANGES, PLUGS & SPACERS",PLASTIC CONDUIT PLUGS,"6""",0.08,0.1,0.12,0.13,0.15,E
"HUBS, FLANGES, PLUGS & SPACERS",CONDUIT HUBS,"1/2""",0.05,0.06,0.07,0.08,0.08,E
"HUBS, FLANGES, PLUGS & SPACERS",CONDUIT HUBS,"3/4""",0.06,0.07,0.08,0.09,0.1,E
"HUBS, FLANGES, PLUGS & SPACERS",CONDUIT HUBS,"1""",0.08,0.09,0.1,0.11,0.13,E
"HUBS, FLANGES, PLUGS & SPACERS",CONDUIT HUBS,"1 1/4""",0.09,0.11,0.13,0.14,0.15,E
"HUBS, FLANGES, PLUGS & SPACERS",CONDUIT HUBS,"1 1/2""",0.12,0.14,0.16,0.18,0.19,E
"HUBS, FLANGES, PLUGS & SPACERS",CONDUIT HUBS,"2""",0.14,0.17,0.2,0.22,0.24,E
"HUBS, FLANGES, PLUGS & SPACERS",CONDUIT HUBS,"2 1/2""",0.2,0.23,0.26,0.29,0.32,E
"HUBS, FLANGES, PLUGS & SPACERS",CONDUIT HUBS,"3""",0.26,0.31,0.36,0.39,0.43,E
"HUBS, FLANGES, PLUGS & SPACERS",CONDUIT HUBS,"3 1/2""",0.32,0.38,0.44,0.48,0.53,E
"HUBS, FLANGES, PLUGS & SPACERS",CONDUIT HUBS,"4""",0.43,0.5,0.58,0.63,0.7,E
"HUBS, FLANGES, PLUGS & SPACERS",CONDUIT HUBS,"5""",0.51,0.6,0.69,0.76,0.83,E
"HUBS, FLANGES, PLUGS & SPACERS",CONDUIT HUBS,"6""",0.6,0.7,0.81,0.89,0.97,E
"HUBS, FLANGES, PLUGS & SPACERS",CONDUIT FLANGES,"1/2""",0.09,0.1,0.12,0.13,0.14,E
"HUBS, FLANGES, PLUGS & SPACERS",CONDUIT FLANGES,"3/4""",0.1,0.12,0.14,0.15,0.17,E
"HUBS, FLANGES, PLUGS & SPACERS",CONDUIT FLANGES,"1""",0.13,0.15,0.17,0.19,0.21,E
"HUBS, FLANGES, PLUGS & SPACERS",CONDUIT FLANGES,"1 1/4""",0.14,0.17,0.2,0.22,0.24,E
"HUBS, FLANGES, PLUGS & SPACERS",CONDUIT FLANGES,"1 1/2""",0.16,0.19,0.22,0.24,0.26,E
"HUBS, FLANGES, PLUGS & SPACERS",CONDUIT FLANGES,"2""",0.19,0.22,0.25,0.28,0.31,E
"HUBS, FLANGES, PLUGS & SPACERS",CONDUIT FLANGES,"2 1/2""",0.22,0.25,0.28,0.31,0.34,E
"HUBS, FLANGES, PLUGS & SPACERS",CONDUIT FLANGES,"3""",0.25,0.28,0.31,0.34,0.38,E
"HUBS, FLANGES, PLUGS & SPACERS",CONDUIT FLANGES,"3 1/2""",0.28,0.31,0.34,0.38,0.42,E
"HUBS, FLANGES, PLUGS & SPACERS",CONDUIT FLANGES,"4""",0.31,0.34,0.37,0.41,0.45,E
"HUBS, FLANGES, PLUGS & SPACERS",CONDUIT FLANGES,"5""",0.34,0.37,0.4,0.44,0.49,E
"HUBS, FLANGES, PLUGS & SPACERS",CONDUIT FLANGES,"6""",0.37,0.4,0.43,0.48,0.52,E
"HUBS, FLANGES, PLUGS & SPACERS",SPACERS,"1/2""",0.03,0.03,0.03,0.04,0.04,E
"HUBS, FLANGES, PLUGS & SPACERS",SPACERS,"3/4""",0.03,0.03,0.03,0.04,0.04,E
"HUBS, FLANGES, PLUGS & SPACERS",SPACERS,"1""",0.03,0.04,0.05,0.05,0.06,E
"HUBS, FLANGES, PLUGS & SPACERS",SPACERS,"1 1/4""",0.04,0.05,0.06,0.06,0.07,E
"HUBS, FLANGES, PLUGS & SPACERS",SPACERS,"1 1/2""",0.05,0.06,0.07,0.08,0.08,E
OFFSET NIPPLES & PULLING ELBOWS,OFFSET NIPPLES,"1/2""",0.04,0.05,0.06,0.07,0.07,E
OFFSET NIPPLES & PULLING ELBOWS,OFFSET NIPPLES,"3/4""",0.05,0.06,0.07,0.08,0.09,E
OFFSET NIPPLES & PULLING ELBOWS,OFFSET NIPPLES,"1""",0.06,0.08,0.1,0.11,0.12,E
OFFSET NIPPLES & PULLING ELBOWS,OFFSET NIPPLES,"1 1/4""",0.08,0.1,0.12,0.13,0.15,E
OFFSET NIPPLES & PULLING ELBOWS,OFFSET NIPPLES,"1 1/2""",0.1,0.12,0.14,0.16,0.17,E
OFFSET NIPPLES & PULLING ELBOWS,OFFSET NIPPLES,"2""",0.12,0.15,0.18,0.2,0.22,E
OFFSET NIPPLES & PULLING ELBOWS,CONDUIT PLUGS,"1/2""",0.02,0.03,0.04,0.04,0.04,E
OFFSET NIPPLES & PULLING ELBOWS,CONDUIT PLUGS,"3/4""",0.03,0.04,0.05,0.05,0.06,E
OFFSET NIPPLES & PULLING ELBOWS,CONDUIT PLUGS,"1""",0.04,0.05,0.06,0.07,0.07,E
OFFSET NIPPLES & PULLING ELBOWS,CONDUIT PLUGS,"1 1/4""",0.05,0.06,0.07,0.08,0.09,E
